176.93502,0.804568
351.380526,-23.15077
83.111666,-56.95454
92.150388,-57.061157
88.121489,-55.11179
70.231303,-58.915245
89.237714,-73.516487
70.266058,-68.627052
222.381662,-26.108957
81.779012,-72.522324
104.984203,-61.750046
189.069485,-24.855223
73.432479,-58.60688
109.402423,-75.061569
82.428886,-55.499237
65.217053,-64.554596
65.05206,-70.099846
89.676942,-24.96097
82.278256,-61.954128
91.217317,-34.560017
98.8444,-57.297009
104.998618,-61.336288
61.180109,-64.809143
149.336371,6.969755
98.18763,-66.948547
64.806456,-71.353104
61.226305,-68.538551
91.118457,-58.675804
115.108934,-65.981567
102.788324,-66.702156
109.414229,-61.525631
99.134661,-66.656853
100.623588,-63.648113
95.739442,-60.242191
78.888605,-61.389442
89.03056,-61.878654
109.246407,-59.122723
81.619246,-63.183231
90.329116,-60.783997
66.200733,-63.036068
101.105817,-58.357536
39.208027,-22.717205
94.608078,-67.066902
5.052592,-28.229197
103.353894,-59.456203
112.720387,-63.588882
97.096891,-65.579353
61.932186,-68.419769
79.100278,-76.505646
311.540474,-21.745832
112.394739,-68.155731
82.221902,-66.588806
97.461652,-57.223522
103.422563,-62.767929
105.325799,-66.429634
83.648265,-60.182823
111.893795,-59.988823
97.538466,-67.682266
109.845937,-68.363564
75.315933,-65.767891
100.645467,-56.445107
98.256679,-77.692619
82.352453,-67.132675
90.457393,-77.298782
349.243332,-51.31942
77.121936,-56.987587
109.701841,-68.634018
71.647744,-63.956532
59.791109,-71.920326
99.460707,-70.932716
3.866634,-16.133581
129.950112,8.938343
84.567292,-69.392265
100.249428,-69.331345
78.942297,-64.226501
86.133381,-70.144196
65.41269,-72.565613
85.986688,-77.011696
63.075033,-70.166397
90.136562,-56.161831
98.289411,-57.305843
89.435231,-55.550053
83.934146,-62.797337
90.113147,-60.494282
79.304833,-77.10112
65.831177,-64.605789
105.414591,-67.944412
141.19153,-25.024994
97.700554,-57.106075
99.785051,-69.658813
115.268531,-71.304375
272.871605,-56.615479
61.502283,-66.08271
97.938428,-77.305977
93.728171,-60.655731
82.052203,-63.607117
98.986527,-58.952156
72.664786,-59.718918
104.155242,-59.183277
136.251265,2.437194
60.368757,-67.904564
84.587525,-74.232109
60.839844,-72.336159
106.460569,-58.80909
85.887193,-60.362988
113.685005,-66.643517
101.504265,-66.408195
101.382969,-70.293655
95.09138,-55.525345
87.459157,-72.412605
44.226574,-27.77243
81.70945,-71.126846
175.295007,-41.821896
88.448521,-60.713413
109.049855,-58.814423
81.439603,-74.423996
138.901789,-10.596393
111.121225,-59.37299
87.210274,-71.326813
85.887013,-76.767906
92.049933,-74.983231
112.572892,-64.836006
77.994207,-77.442978
97.289109,-61.793224
104.940458,-76.807312
122.989896,8.772792
39.063987,6.871984
98.795331,-70.716377
79.706855,-65.024361
73.989977,-61.162754
92.617673,-54.922958
189.704754,-38.381332
175.799553,-39.43264
175.799553,-39.43264
97.347477,-2.813887
91.45055,-73.956047
98.098988,-55.729481
86.252317,-64.900314
105.427988,-61.604004
78.272535,-59.645527
108.852169,-77.029465
33.040834,-16.392311
143.799131,14.084406
80.641825,-62.743492
114.171361,-74.701912
98.743492,-57.114014
73.79956,-60.829254
146.225934,-12.348452
69.634873,-76.217911
343.348763,-20.069227
78.708166,-61.810379
