 89.983  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.967  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.950  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.933  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.917  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.900  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.883  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.867  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.850  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.833  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.817  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.800  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.783  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.767  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.750  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.733  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.717  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.700  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.683  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.667  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.650  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.633  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.617  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.600  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.583  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.567  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.550  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.533  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.517  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.500  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.483  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.467  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.450  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.433  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.417  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.400  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.383  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.367  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.350  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.333  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.317  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.300  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.283  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.267  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.250  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.233  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.217  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.200  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.183  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.167  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.150  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.133  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.117  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.100  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.083  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.067  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.050  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.033  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.017  0  0  0  0.000 0.000 0.000 0.000 0.000
 89.000  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.983  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.967  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.950  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.933  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.917  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.900  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.883  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.867  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.850  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.833  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.817  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.800  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.783  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.767  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.750  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.733  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.717  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.700  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.683  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.667  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.650  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.633  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.617  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.600  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.583  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.567  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.550  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.533  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.517  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.500  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.483  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.467  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.450  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.433  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.417  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.400  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.383  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.367  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.350  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.333  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.317  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.300  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.283  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.267  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.250  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.233  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.217  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.200  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.183  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.167  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.150  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.133  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.117  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.100  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.083  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.067  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.050  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.033  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.017  0  0  0  0.000 0.000 0.000 0.000 0.000
 88.000  0  0  0  0.000 0.000 0.000 0.000 0.000
 87.983  0  0  0  0.000 0.000 0.000 0.000 0.000
 87.967  0  0  0  0.000 0.000 0.000 0.000 0.000
 87.950  0  0  0  0.000 0.000 0.000 0.000 0.000
 87.933  0  0  0  0.000 0.000 0.000 0.000 0.000
 87.917  0  0  0  0.000 0.000 0.000 0.000 0.000
 87.900  0  0  0  0.000 0.000 0.000 0.000 0.000
 87.883  0  0  0  0.000 0.000 0.000 0.000 0.000
 87.867  0  0  0  0.000 0.000 0.000 0.000 0.000
 87.850  0  0  0  0.000 0.000 0.000 0.000 0.000
 87.833  0  0  0  0.000 0.000 0.000 0.000 0.000
 87.817  0  0  0  0.000 0.000 0.000 0.000 0.000
 87.800  0  0  0  0.000 0.000 0.000 0.000 0.000
 87.783  0  0  0  0.000 0.000 0.000 0.000 0.000
 87.767  0  0  0  0.000 0.000 0.000 0.000 0.000
 87.750  0  0  0  0.000 0.000 0.000 0.000 0.000
 87.733  0  0  0  0.000 0.000 0.000 0.000 0.000
 87.717  0  0  0  0.000 0.000 0.000 0.000 0.000
 87.700  0  0  0  0.000 0.000 0.000 0.000 0.000
 87.683  0  0  0  0.000 0.000 0.000 0.000 0.000
 87.667  0  0  0  0.000 0.000 0.000 0.000 0.000
 87.650  0  0  0  0.000 0.000 0.000 0.000 0.000
 87.633  0  0  0  0.000 0.000 0.000 0.000 0.000
 87.617  0  0  0  0.000 0.000 0.000 0.000 0.000
 87.600  0  0  0  0.000 0.000 0.000 0.000 0.000
 87.583  0  0  0  0.000 0.000 0.000 0.000 0.000
 87.567  0  0  0  0.000 0.000 0.000 0.000 0.000
 87.550  0  0  0  0.000 0.000 0.000 0.000 0.000
 87.533  0  0  0  0.000 0.000 0.000 0.000 0.000
 87.517  0  0  0  0.000 0.000 0.000 0.000 0.000
 87.500  0  0  0  0.000 0.000 0.000 0.000 0.000
 87.483  0  0  0  0.000 0.000 0.000 0.000 0.000
 87.467  0  0  0  0.000 0.000 0.000 0.000 0.000
 87.450  0  0  0  0.000 0.000 0.000 0.000 0.000
 87.433  0  0  0  0.000 0.000 0.000 0.000 0.000
 87.417  0  0  0  0.000 0.000 0.000 0.000 0.000
 87.400  0  0  0  0.000 0.000 0.000 0.000 0.000
 87.383  0  0  0  0.000 0.000 0.000 0.000 0.000
 87.367  0  0  0  0.000 0.000 0.000 0.000 0.000
 87.350  0  0  0  0.000 0.000 0.000 0.000 0.000
 87.333  0  0  0  0.000 0.000 0.000 0.000 0.000
 87.317  0  0  0  0.000 0.000 0.000 0.000 0.000
 87.300  0  0  0  0.000 0.000 0.000 0.000 0.000
 87.283  0  0  0  0.000 0.000 0.000 0.000 0.000
 87.267  0  0  0  0.000 0.000 0.000 0.000 0.000
 87.250  0  0  0  0.000 0.000 0.000 0.000 0.000
 87.233  0  0  0  0.000 0.000 0.000 0.000 0.000
 87.217  0  0  0  0.000 0.000 0.000 0.000 0.000
